,gene-symbol,GO_ID,GO_term,gene-score
15922,MAPK3,GO:0060425,lung morphogenesis,2.0
15923,MAPK3,GO:0060440,trachea formation,2.0
15924,MAPK3,GO:0061308,cardiac neural crest cell development involved in heart development,2.0
15925,MAPK3,GO:0070371,ERK1 and ERK2 cascade,2.0
15926,MAPK3,GO:0070374,positive regulation of ERK1 and ERK2 cascade,2.0
15927,MAPK3,GO:0070498,interleukin-1-mediated signaling pathway,2.0
15928,MAPK3,GO:0070849,response to epidermal growth factor,2.0
15929,MAPK3,GO:0071260,cellular response to mechanical stimulus,2.0
15930,MAPK3,GO:0071276,cellular response to cadmium ion,2.0
15931,MAPK3,GO:0071356,cellular response to tumor necrosis factor,2.0
15932,MAPK3,GO:0072584,caveolin-mediated endocytosis,2.0
15933,MAPK3,GO:0090170,regulation of Golgi inheritance,2.0
15934,MAPK3,GO:0098792,xenophagy,2.0
15935,MAPK3,GO:0098978,glutamatergic synapse,2.0
15936,MAPK3,GO:0106310,protein serine kinase activity,2.0
15937,MAPK3,GO:0120041,positive regulation of macrophage proliferation,2.0
15938,MAPK3,GO:0140297,DNA-binding transcription factor binding,2.0
15939,MAPK3,GO:1903351,cellular response to dopamine,2.0
15940,MAPK3,GO:1904355,positive regulation of telomere capping,2.0
15941,MAPK3,GO:1904417,positive regulation of xenophagy,2.0
15942,MAPK3,GO:2000641,regulation of early endosome to late endosome transport,2.0
15943,MAPK3,GO:2000657,negative regulation of apolipoprotein binding,2.0
16103,MAPT-AS1,GO:0031047,RNA-mediated gene silencing,2.0
16104,MAPT-AS1,GO:1905642,negative regulation of DNA methylation,2.0
16105,MARK1,GO:0000226,microtubule cytoskeleton organization,2.0
16107,MARK1,GO:0000287,magnesium ion binding,2.0
16108,MARK1,GO:0001764,neuron migration,2.0
16109,MARK1,GO:0001786,phosphatidylserine binding,2.0
16110,MARK1,GO:0004674,protein serine/threonine kinase activity,2.0
16113,MARK1,GO:0005515,protein binding,2.0
16114,MARK1,GO:0005524,ATP binding,2.0
16115,MARK1,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",2.0
16116,MARK1,GO:0005737,cytoplasm,2.0
16119,MARK1,GO:0005856,cytoskeleton,2.0
16120,MARK1,GO:0005886,plasma membrane,2.0
16121,MARK1,GO:0006468,protein phosphorylation,2.0
16123,MARK1,GO:0007010,cytoskeleton organization,2.0
16124,MARK1,GO:0010628,positive regulation of gene expression,2.0
16125,MARK1,GO:0010629,negative regulation of gene expression,2.0
16126,MARK1,GO:0010719,negative regulation of epithelial to mesenchymal transition,2.0
16127,MARK1,GO:0010975,regulation of neuron projection development,2.0
16128,MARK1,GO:0015630,microtubule cytoskeleton,2.0
16129,MARK1,GO:0016055,Wnt signaling pathway,2.0
16130,MARK1,GO:0018105,peptidyl-serine phosphorylation,2.0
16131,MARK1,GO:0030425,dendrite,2.0
16132,MARK1,GO:0035556,intracellular signal transduction,2.0
16134,MARK1,GO:0048156,tau protein binding,2.0
16135,MARK1,GO:0050321,tau-protein kinase activity,2.0
16139,MARK1,GO:0050773,regulation of dendrite development,2.0
16140,MARK1,GO:0051654,establishment of mitochondrion localization,2.0
16141,MARK1,GO:0070300,phosphatidic acid binding,2.0
16142,MARK1,GO:0106310,protein serine kinase activity,2.0
16143,MARK2,GO:0000226,microtubule cytoskeleton organization,2.0
16144,MARK2,GO:0000287,magnesium ion binding,2.0
16145,MARK2,GO:0000422,autophagy of mitochondrion,2.0
16146,MARK2,GO:0001764,neuron migration,2.0
16147,MARK2,GO:0003723,RNA binding,2.0
16148,MARK2,GO:0004674,protein serine/threonine kinase activity,2.0
16153,MARK2,GO:0005515,protein binding,2.0
16154,MARK2,GO:0005524,ATP binding,2.0
16155,MARK2,GO:0005654,nucleoplasm,2.0
16156,MARK2,GO:0005737,cytoplasm,2.0
16158,MARK2,GO:0005739,mitochondrion,2.0
16159,MARK2,GO:0005884,actin filament,2.0
16160,MARK2,GO:0005886,plasma membrane,2.0
16161,MARK2,GO:0006468,protein phosphorylation,2.0
16164,MARK2,GO:0008289,lipid binding,2.0
16165,MARK2,GO:0010976,positive regulation of neuron projection development,2.0
16166,MARK2,GO:0016020,membrane,2.0
16167,MARK2,GO:0016055,Wnt signaling pathway,2.0
16168,MARK2,GO:0016328,lateral plasma membrane,2.0
16169,MARK2,GO:0018105,peptidyl-serine phosphorylation,2.0
16171,MARK2,GO:0018107,peptidyl-threonine phosphorylation,2.0
16172,MARK2,GO:0030010,establishment of cell polarity,2.0
16174,MARK2,GO:0030295,protein kinase activator activity,2.0
16175,MARK2,GO:0030425,dendrite,2.0
16176,MARK2,GO:0032147,activation of protein kinase activity,2.0
16177,MARK2,GO:0035556,intracellular signal transduction,2.0
16179,MARK2,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,2.0
16180,MARK2,GO:0045296,cadherin binding,2.0
16181,MARK2,GO:0046777,protein autophosphorylation,2.0
16182,MARK2,GO:0048156,tau protein binding,2.0
16184,MARK2,GO:0050321,tau-protein kinase activity,2.0
16188,MARK2,GO:0050770,regulation of axonogenesis,2.0
16189,MARK2,GO:0051493,regulation of cytoskeleton organization,2.0
16190,MARK2,GO:0051646,mitochondrion localization,2.0
16191,MARK2,GO:0061564,axon development,2.0
16192,MARK2,GO:0070507,regulation of microtubule cytoskeleton organization,2.0
16193,MARK2,GO:0071963,establishment or maintenance of cell polarity regulating cell shape,2.0
16194,MARK2,GO:0097427,microtubule bundle,2.0
16195,MARK2,GO:0106310,protein serine kinase activity,2.0
16196,MARK2,GO:1904526,regulation of microtubule binding,2.0
16207,MBD1,GO:0003677,DNA binding,2.0
16208,MBD1,GO:0005515,protein binding,2.0
16209,MBD1,GO:0005634,nucleus,2.0
16210,MBD1,GO:0005654,nucleoplasm,2.0
16211,MBD1,GO:0005694,chromosome,2.0
16212,MBD1,GO:0006366,transcription by RNA polymerase II,2.0
16213,MBD1,GO:0008270,zinc ion binding,2.0
16214,MBD1,GO:0008327,methyl-CpG binding,2.0
16216,MBD1,GO:0010385,double-stranded methylated DNA binding,2.0
16217,MBD1,GO:0016363,nuclear matrix,2.0
16218,MBD1,GO:0016607,nuclear speck,2.0
16219,MBD1,GO:0045322,unmethylated CpG binding,2.0
16220,MBD1,GO:0045892,negative regulation of DNA-templated transcription,2.0
16221,MBD3,GO:0000122,negative regulation of transcription by RNA polymerase II,2.0
16222,MBD3,GO:0000785,chromatin,2.0
16223,MBD3,GO:0000792,heterochromatin,2.0
16224,MBD3,GO:0001701,in utero embryonic development,2.0
16225,MBD3,GO:0003677,DNA binding,2.0
16226,MBD3,GO:0005515,protein binding,2.0
16227,MBD3,GO:0005654,nucleoplasm,2.0
16228,MBD3,GO:0005737,cytoplasm,2.0
16229,MBD3,GO:0006338,chromatin remodeling,2.0
16231,MBD3,GO:0006346,DNA methylation-dependent heterochromatin formation,2.0
16232,MBD3,GO:0007420,brain development,2.0
16233,MBD3,GO:0007507,heart development,2.0
16234,MBD3,GO:0007568,aging,2.0
16235,MBD3,GO:0008327,methyl-CpG binding,2.0
16236,MBD3,GO:0009888,tissue development,2.0
16237,MBD3,GO:0016573,histone acetylation,2.0
16238,MBD3,GO:0016575,histone deacetylation,2.0
16239,MBD3,GO:0016581,NuRD complex,2.0
16241,MBD3,GO:0031492,nucleosomal DNA binding,2.0
16242,MBD3,GO:0031667,response to nutrient levels,2.0
16243,MBD3,GO:0032355,response to estradiol,2.0
16244,MBD3,GO:0032991,protein-containing complex,2.0
16245,MBD3,GO:0042659,regulation of cell fate specification,2.0
16246,MBD3,GO:0044030,regulation of DNA methylation,2.0
16247,MBD3,GO:0045892,negative regulation of DNA-templated transcription,2.0
16248,MBD3,GO:0045893,positive regulation of DNA-templated transcription,2.0
16249,MBD3,GO:0048568,embryonic organ development,2.0
16250,MBD3,GO:2000736,regulation of stem cell differentiation,2.0
16251,MBD4,GO:0003677,DNA binding,2.0
16252,MBD4,GO:0003696,satellite DNA binding,2.0
16253,MBD4,GO:0004520,endodeoxyribonuclease activity,2.0
16254,MBD4,GO:0005515,protein binding,2.0
16255,MBD4,GO:0005634,nucleus,2.0
16256,MBD4,GO:0005654,nucleoplasm,2.0
16257,MBD4,GO:0006281,DNA repair,2.0
16258,MBD4,GO:0008263,pyrimidine-specific mismatch base pair DNA N-glycosylase activity,2.0
16259,MBD4,GO:0016607,nuclear speck,2.0
16260,MBD4,GO:0019104,DNA N-glycosylase activity,2.0
16261,MBD4,GO:0045008,depyrimidination,2.0
16279,MBD6,GO:0001650,fibrillar center,2.0
16280,MBD6,GO:0003677,DNA binding,2.0
16281,MBD6,GO:0003682,chromatin binding,2.0
16283,MBD6,GO:0005515,protein binding,2.0
16284,MBD6,GO:0005634,nucleus,2.0
16286,MBD6,GO:0005654,nucleoplasm,2.0
16288,MBD6,GO:0005694,chromosome,2.0
16289,MBD6,GO:0010369,chromocenter,2.0
16317,MCM4,GO:0000727,double-strand break repair via break-induced replication,2.0
16318,MCM4,GO:0000781,"chromosome, telomeric region",2.0
16319,MCM4,GO:0003678,DNA helicase activity,2.0
16320,MCM4,GO:0003697,single-stranded DNA binding,2.0
16322,MCM4,GO:0005515,protein binding,2.0
16323,MCM4,GO:0005524,ATP binding,2.0
16324,MCM4,GO:0005634,nucleus,2.0
16327,MCM4,GO:0005654,nucleoplasm,2.0
16329,MCM4,GO:0006260,DNA replication,2.0
16330,MCM4,GO:0006268,DNA unwinding involved in DNA replication,2.0
16332,MCM4,GO:0006271,DNA strand elongation involved in DNA replication,2.0
16333,MCM4,GO:0016020,membrane,2.0
16334,MCM4,GO:0016887,ATP hydrolysis activity,2.0
16335,MCM4,GO:0017116,single-stranded DNA helicase activity,2.0
16336,MCM4,GO:0030174,regulation of DNA-templated DNA replication initiation,2.0
16337,MCM4,GO:0042555,MCM complex,2.0
16340,MCM4,GO:0071162,CMG complex,2.0
16342,MCM4,GO:1902975,mitotic DNA replication initiation,2.0
16343,MCM6,GO:0000727,double-strand break repair via break-induced replication,2.0
16344,MCM6,GO:0000781,"chromosome, telomeric region",2.0
16345,MCM6,GO:0003678,DNA helicase activity,2.0
16346,MCM6,GO:0003697,single-stranded DNA binding,2.0
16348,MCM6,GO:0005515,protein binding,2.0
16349,MCM6,GO:0005524,ATP binding,2.0
16350,MCM6,GO:0005634,nucleus,2.0
16353,MCM6,GO:0005654,nucleoplasm,2.0
16355,MCM6,GO:0006260,DNA replication,2.0
16356,MCM6,GO:0006268,DNA unwinding involved in DNA replication,2.0
16358,MCM6,GO:0006270,DNA replication initiation,2.0
16359,MCM6,GO:0016887,ATP hydrolysis activity,2.0
16360,MCM6,GO:0017116,single-stranded DNA helicase activity,2.0
16361,MCM6,GO:0030174,regulation of DNA-templated DNA replication initiation,2.0
16362,MCM6,GO:0042555,MCM complex,2.0
16365,MCM6,GO:0042802,identical protein binding,2.0
16366,MCM6,GO:0071162,CMG complex,2.0
16368,MCM6,GO:1902969,mitotic DNA replication,2.0
16369,MCM6,GO:1990518,single-stranded 3'-5' DNA helicase activity,2.0
16370,MCPH1,GO:0000122,negative regulation of transcription by RNA polymerase II,2.0
16371,MCPH1,GO:0000132,establishment of mitotic spindle orientation,2.0
16372,MCPH1,GO:0000278,mitotic cell cycle,2.0
16373,MCPH1,GO:0005515,protein binding,2.0
16374,MCPH1,GO:0005654,nucleoplasm,2.0
16375,MCPH1,GO:0005737,cytoplasm,2.0
16376,MCPH1,GO:0005815,microtubule organizing center,2.0
16377,MCPH1,GO:0021987,cerebral cortex development,2.0
16378,MCPH1,GO:0042802,identical protein binding,2.0
16379,MCPH1,GO:0043549,regulation of kinase activity,2.0
16380,MCPH1,GO:0046605,regulation of centrosome cycle,2.0
16381,MCPH1,GO:0050727,regulation of inflammatory response,2.0
16382,MCPH1,GO:0060348,bone development,2.0
16383,MCPH1,GO:0060623,regulation of chromosome condensation,2.0
16384,MCPH1,GO:0071539,protein localization to centrosome,2.0
16385,MCPH1,GO:0097150,neuronal stem cell population maintenance,2.0
16386,MDGA2,GO:0005576,extracellular region,2.0
16387,MDGA2,GO:0005886,plasma membrane,2.0
16388,MDGA2,GO:0007399,nervous system development,2.0
16389,MDGA2,GO:0021522,spinal cord motor neuron differentiation,2.0
16470,MED12L,GO:0003713,transcription coactivator activity,2.0
16471,MED12L,GO:0005515,protein binding,2.0
16472,MED12L,GO:0006351,DNA-templated transcription,2.0
16473,MED12L,GO:0008013,beta-catenin binding,2.0
16474,MED12L,GO:0008134,transcription factor binding,2.0
16475,MED12L,GO:0016592,mediator complex,2.0
16476,MED12L,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
16501,MED23,GO:0003713,transcription coactivator activity,2.0
16502,MED23,GO:0005515,protein binding,2.0
16503,MED23,GO:0005634,nucleus,2.0
16504,MED23,GO:0005654,nucleoplasm,2.0
16505,MED23,GO:0005667,transcription regulator complex,2.0
16507,MED23,GO:0006355,regulation of DNA-templated transcription,2.0
16508,MED23,GO:0006357,regulation of transcription by RNA polymerase II,2.0
16509,MED23,GO:0006367,transcription initiation at RNA polymerase II promoter,2.0
16510,MED23,GO:0010628,positive regulation of gene expression,2.0
16511,MED23,GO:0016592,mediator complex,2.0
16512,MED23,GO:0032968,positive regulation of transcription elongation by RNA polymerase II,2.0
16513,MED23,GO:0051123,RNA polymerase II preinitiation complex assembly,2.0
16514,MED23,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,2.0
16515,MED23,GO:0070847,core mediator complex,2.0
16637,MEGF10,GO:0001849,complement component C1q complex binding,2.0
16638,MEGF10,GO:0001891,phagocytic cup,2.0
16639,MEGF10,GO:0005044,scavenger receptor activity,2.0
16640,MEGF10,GO:0005112,Notch binding,2.0
16642,MEGF10,GO:0005886,plasma membrane,2.0
16643,MEGF10,GO:0014719,skeletal muscle satellite cell activation,2.0
16644,MEGF10,GO:0014816,skeletal muscle satellite cell differentiation,2.0
16645,MEGF10,GO:0014841,skeletal muscle satellite cell proliferation,2.0
16646,MEGF10,GO:0022409,positive regulation of cell-cell adhesion,2.0
16647,MEGF10,GO:0033002,muscle cell proliferation,2.0
16648,MEGF10,GO:0034109,homotypic cell-cell adhesion,2.0
16649,MEGF10,GO:0042995,cell projection,2.0
16650,MEGF10,GO:0043277,apoptotic cell clearance,2.0
16651,MEGF10,GO:0043652,engulfment of apoptotic cell,2.0
16652,MEGF10,GO:0043654,recognition of apoptotic cell,2.0
16653,MEGF10,GO:0048627,myoblast development,2.0
16654,MEGF10,GO:0048641,regulation of skeletal muscle tissue development,2.0
16655,MEGF10,GO:0051147,regulation of muscle cell differentiation,2.0
16656,MEGF10,GO:0051451,myoblast migration,2.0
16657,MEGF10,GO:0055001,muscle cell development,2.0
16658,MEGF10,GO:1902742,apoptotic process involved in development,2.0
16659,MEGF10,GO:2000288,positive regulation of myoblast proliferation,2.0
16660,MEGF11,GO:0005515,protein binding,2.0
16661,MEGF11,GO:0010842,retina layer formation,2.0
16662,MEGF11,GO:0016323,basolateral plasma membrane,2.0
16663,MEGF11,GO:0034109,homotypic cell-cell adhesion,2.0
16694,MEMO1,GO:0005515,protein binding,2.0
16695,MEMO1,GO:0005634,nucleus,2.0
16696,MEMO1,GO:0005829,cytosol,2.0
16698,MEMO1,GO:0032886,regulation of microtubule-based process,2.0
16699,MET,GO:0001886,endothelial cell morphogenesis,2.0
16700,MET,GO:0001889,liver development,2.0
16701,MET,GO:0004713,protein tyrosine kinase activity,2.0
16703,MET,GO:0004714,transmembrane receptor protein tyrosine kinase activity,2.0
16704,MET,GO:0005008,hepatocyte growth factor receptor activity,2.0
16705,MET,GO:0005515,protein binding,2.0
16706,MET,GO:0005524,ATP binding,2.0
16707,MET,GO:0005576,extracellular region,2.0
16708,MET,GO:0005886,plasma membrane,2.0
16710,MET,GO:0006909,phagocytosis,2.0
16711,MET,GO:0007165,signal transduction,2.0
16712,MET,GO:0007166,cell surface receptor signaling pathway,2.0
16713,MET,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,2.0
16714,MET,GO:0007275,multicellular organism development,2.0
16715,MET,GO:0007399,nervous system development,2.0
16716,MET,GO:0009925,basal plasma membrane,2.0
16718,MET,GO:0009986,cell surface,2.0
16719,MET,GO:0010507,negative regulation of autophagy,2.0
16720,MET,GO:0016020,membrane,2.0
16721,MET,GO:0016477,cell migration,2.0
16722,MET,GO:0017154,semaphorin receptor activity,2.0
16723,MET,GO:0018108,peptidyl-tyrosine phosphorylation,2.0
16724,MET,GO:0019903,protein phosphatase binding,2.0
16725,MET,GO:0030182,neuron differentiation,2.0
16726,MET,GO:0031016,pancreas development,2.0
16727,MET,GO:0031116,positive regulation of microtubule polymerization,2.0
16728,MET,GO:0033674,positive regulation of kinase activity,2.0
16729,MET,GO:0035024,negative regulation of Rho protein signal transduction,2.0
16730,MET,GO:0042802,identical protein binding,2.0
16731,MET,GO:0043235,receptor complex,2.0
16732,MET,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
16733,MET,GO:0048012,hepatocyte growth factor receptor signaling pathway,2.0
16734,MET,GO:0048754,branching morphogenesis of an epithelial tube,2.0
16735,MET,GO:0050918,positive chemotaxis,2.0
16736,MET,GO:0051497,negative regulation of stress fiber assembly,2.0
16737,MET,GO:0051897,positive regulation of protein kinase B signaling,2.0
16738,MET,GO:0061436,establishment of skin barrier,2.0
16739,MET,GO:0070495,negative regulation of thrombin-activated receptor signaling pathway,2.0
16740,MET,GO:0071526,semaphorin-plexin signaling pathway,2.0
16741,MET,GO:0140677,molecular function activator activity,2.0
16742,MET,GO:1901299,negative regulation of hydrogen peroxide-mediated programmed cell death,2.0
16743,MET,GO:1905098,negative regulation of guanyl-nucleotide exchange factor activity,2.0
16744,MET,GO:2001028,positive regulation of endothelial cell chemotaxis,2.0
16745,MFRP,GO:0003674,molecular_function,2.0
16746,MFRP,GO:0005515,protein binding,2.0
16747,MFRP,GO:0007601,visual perception,2.0
16748,MFRP,GO:0009792,embryo development ending in birth or egg hatching,2.0
16749,MFRP,GO:0016020,membrane,2.0
16750,MFRP,GO:0016324,apical plasma membrane,2.0
16751,MFRP,GO:0042462,eye photoreceptor cell development,2.0
16752,MFRP,GO:0060041,retina development in camera-type eye,2.0
16753,MIB1,GO:0001568,blood vessel development,2.0
16754,MIB1,GO:0001701,in utero embryonic development,2.0
16755,MIB1,GO:0001756,somitogenesis,2.0
16756,MIB1,GO:0001841,neural tube formation,2.0
16757,MIB1,GO:0001947,heart looping,2.0
16758,MIB1,GO:0004842,ubiquitin-protein transferase activity,2.0
16760,MIB1,GO:0005515,protein binding,2.0
16761,MIB1,GO:0005737,cytoplasm,2.0
16762,MIB1,GO:0005813,centrosome,2.0
16763,MIB1,GO:0005829,cytosol,2.0
16764,MIB1,GO:0005886,plasma membrane,2.0
16765,MIB1,GO:0006511,ubiquitin-dependent protein catabolic process,2.0
16766,MIB1,GO:0006897,endocytosis,2.0
16767,MIB1,GO:0007219,Notch signaling pathway,2.0
16768,MIB1,GO:0008270,zinc ion binding,2.0
16769,MIB1,GO:0014069,postsynaptic density,2.0
16770,MIB1,GO:0016567,protein ubiquitination,2.0
16772,MIB1,GO:0030182,neuron differentiation,2.0
16773,MIB1,GO:0031410,cytoplasmic vesicle,2.0
16774,MIB1,GO:0045665,negative regulation of neuron differentiation,2.0
16775,MIB1,GO:0045807,positive regulation of endocytosis,2.0
16812,MIR137,GO:0001933,negative regulation of protein phosphorylation,2.0
16813,MIR137,GO:0003730,mRNA 3'-UTR binding,2.0
16814,MIR137,GO:0007406,negative regulation of neuroblast proliferation,2.0
16815,MIR137,GO:0008285,negative regulation of cell population proliferation,2.0
16816,MIR137,GO:0016442,RISC complex,2.0
16817,MIR137,GO:0016525,negative regulation of angiogenesis,2.0
16818,MIR137,GO:0030336,negative regulation of cell migration,2.0
16820,MIR137,GO:0035195,miRNA-mediated gene silencing,2.0
16822,MIR137,GO:0035279,miRNA-mediated gene silencing by mRNA destabilization,2.0
16823,MIR137,GO:0043065,positive regulation of apoptotic process,2.0
16824,MIR137,GO:0043537,negative regulation of blood vessel endothelial cell migration,2.0
16825,MIR137,GO:0045666,positive regulation of neuron differentiation,2.0
16826,MIR137,GO:0051898,negative regulation of protein kinase B signaling,2.0
16827,MIR137,GO:1903231,mRNA base-pairing translational repressor activity,2.0
16828,MIR137,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,2.0
16829,MIR137,GO:1904753,negative regulation of vascular associated smooth muscle cell migration,2.0
16830,MIR137,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,2.0
16840,MLANA,GO:0005515,protein binding,2.0
16841,MLANA,GO:0005789,endoplasmic reticulum membrane,2.0
16843,MLANA,GO:0005794,Golgi apparatus,2.0
16844,MLANA,GO:0005802,trans-Golgi network,2.0
16846,MLANA,GO:0005886,plasma membrane,2.0
16847,MLANA,GO:0042470,melanosome,2.0
16849,MRTFB,GO:0003713,transcription coactivator activity,2.0
16852,MRTFB,GO:0005515,protein binding,2.0
16853,MRTFB,GO:0005634,nucleus,2.0
16855,MRTFB,GO:0007517,muscle organ development,2.0
16856,MRTFB,GO:0045296,cadherin binding,2.0
16857,MRTFB,GO:0045844,positive regulation of striated muscle tissue development,2.0
16858,MRTFB,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
16860,MRTFB,GO:0051145,smooth muscle cell differentiation,2.0
16861,MRTFB,GO:1902895,positive regulation of miRNA transcription,2.0
16883,MSR1,GO:0001540,amyloid-beta binding,2.0
16885,MSR1,GO:0005044,scavenger receptor activity,2.0
16886,MSR1,GO:0005515,protein binding,2.0
16887,MSR1,GO:0005581,collagen trimer,2.0
16888,MSR1,GO:0005829,cytosol,2.0
16889,MSR1,GO:0005886,plasma membrane,2.0
16891,MSR1,GO:0006898,receptor-mediated endocytosis,2.0
16893,MSR1,GO:0006911,"phagocytosis, engulfment",2.0
16894,MSR1,GO:0009897,external side of plasma membrane,2.0
16895,MSR1,GO:0010629,negative regulation of gene expression,2.0
16896,MSR1,GO:0010744,positive regulation of macrophage derived foam cell differentiation,2.0
16897,MSR1,GO:0010886,positive regulation of cholesterol storage,2.0
16899,MSR1,GO:0016020,membrane,2.0
16900,MSR1,GO:0030169,low-density lipoprotein particle binding,2.0
16902,MSR1,GO:0030301,cholesterol transport,2.0
16903,MSR1,GO:0030666,endocytic vesicle membrane,2.0
16904,MSR1,GO:0034362,low-density lipoprotein particle,2.0
16905,MSR1,GO:0034381,plasma lipoprotein particle clearance,2.0
16907,MSR1,GO:0038024,cargo receptor activity,2.0
16908,MSR1,GO:0042953,lipoprotein transport,2.0
16909,MSR1,GO:0051649,establishment of localization in cell,2.0
16910,MSR1,GO:0071407,cellular response to organic cyclic compound,2.0
16911,MSR1,GO:0097242,amyloid-beta clearance,2.0
16965,MTF1,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,2.0
16967,MTF1,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",2.0
16968,MTF1,GO:0000987,cis-regulatory region sequence-specific DNA binding,2.0
16969,MTF1,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",2.0
16971,MTF1,GO:0003677,DNA binding,2.0
16972,MTF1,GO:0003700,DNA-binding transcription factor activity,2.0
16973,MTF1,GO:0005515,protein binding,2.0
16974,MTF1,GO:0005634,nucleus,2.0
16975,MTF1,GO:0005654,nucleoplasm,2.0
16977,MTF1,GO:0005737,cytoplasm,2.0
16978,MTF1,GO:0006351,DNA-templated transcription,2.0
16979,MTF1,GO:0006357,regulation of transcription by RNA polymerase II,2.0
16980,MTF1,GO:0006979,response to oxidative stress,2.0
16981,MTF1,GO:0007417,central nervous system development,2.0
16982,MTF1,GO:0010038,response to metal ion,2.0
16983,MTF1,GO:0035035,histone acetyltransferase binding,2.0
16984,MTF1,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
16986,MTF1,GO:0046686,response to cadmium ion,2.0
16987,MTF1,GO:0046872,metal ion binding,2.0
16988,MTF1,GO:0071294,cellular response to zinc ion,2.0
16989,MTF1,GO:1990079,cartilage homeostasis,2.0
16990,MTF1,GO:1990837,sequence-specific double-stranded DNA binding,2.0
16991,MTHFR,GO:0001666,response to hypoxia,2.0
16992,MTHFR,GO:0001843,neural tube closure,2.0
16994,MTHFR,GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity,2.0
16998,MTHFR,GO:0005829,cytosol,2.0
17000,MTHFR,GO:0006555,methionine metabolic process,2.0
17001,MTHFR,GO:0009086,methionine biosynthetic process,2.0
17002,MTHFR,GO:0009410,response to xenobiotic stimulus,2.0
17003,MTHFR,GO:0031060,regulation of histone methylation,2.0
17004,MTHFR,GO:0033274,response to vitamin B2,2.0
17005,MTHFR,GO:0035999,tetrahydrofolate interconversion,2.0
17010,MTHFR,GO:0043200,response to amino acid,2.0
17011,MTHFR,GO:0044877,protein-containing complex binding,2.0
17012,MTHFR,GO:0045202,synapse,2.0
17013,MTHFR,GO:0046500,S-adenosylmethionine metabolic process,2.0
17014,MTHFR,GO:0050660,flavin adenine dinucleotide binding,2.0
17015,MTHFR,GO:0050661,NADP binding,2.0
17016,MTHFR,GO:0050667,homocysteine metabolic process,2.0
17017,MTHFR,GO:0051593,response to folic acid,2.0
17018,MTHFR,GO:0070555,response to interleukin-1,2.0
17019,MTHFR,GO:0070828,heterochromatin organization,2.0
17020,MTHFR,GO:0071949,FAD binding,2.0
17021,MTHFR,GO:0072341,modified amino acid binding,2.0
17022,MTHFR,GO:0106312,methylenetetrahydrofolate reductase NADH activity,2.0
17023,MTHFR,GO:0106313,methylenetetrahydrofolate reductase NADPH activity,2.0
17165,MUC12,GO:0001558,regulation of cell growth,2.0
17166,MUC12,GO:0003674,molecular_function,2.0
17167,MUC12,GO:0005796,Golgi lumen,2.0
17168,MUC12,GO:0005886,plasma membrane,2.0
17170,MUC4,GO:0005176,ErbB-2 class receptor binding,2.0
17171,MUC4,GO:0005615,extracellular space,2.0
17173,MUC4,GO:0005796,Golgi lumen,2.0
17174,MUC4,GO:0005886,plasma membrane,2.0
17175,MUC4,GO:0007160,cell-matrix adhesion,2.0
17176,MUC4,GO:0010469,regulation of signaling receptor activity,2.0
17177,MUC4,GO:0016020,membrane,2.0
17178,MUC4,GO:0030197,"extracellular matrix constituent, lubricant activity",2.0
17179,MUC4,GO:0030277,maintenance of gastrointestinal epithelium,2.0
17180,MUC4,GO:0031012,extracellular matrix,2.0
17181,MUC4,GO:0031982,vesicle,2.0
17182,MUC4,GO:0070062,extracellular exosome,2.0
17183,MYH10,GO:0000146,microfilament motor activity,2.0
17186,MYH10,GO:0000281,mitotic cytokinesis,2.0
17188,MYH10,GO:0001725,stress fiber,2.0
17189,MYH10,GO:0003779,actin binding,2.0
17190,MYH10,GO:0005515,protein binding,2.0
17191,MYH10,GO:0005516,calmodulin binding,2.0
17192,MYH10,GO:0005524,ATP binding,2.0
17194,MYH10,GO:0005634,nucleus,2.0
17195,MYH10,GO:0005737,cytoplasm,2.0
17197,MYH10,GO:0005829,cytosol,2.0
17199,MYH10,GO:0005844,polysome,2.0
17200,MYH10,GO:0005938,cell cortex,2.0
17201,MYH10,GO:0007155,cell adhesion,2.0
17202,MYH10,GO:0008360,regulation of cell shape,2.0
17203,MYH10,GO:0016459,myosin complex,2.0
17204,MYH10,GO:0016460,myosin II complex,2.0
17206,MYH10,GO:0030027,lamellipodium,2.0
17207,MYH10,GO:0030048,actin filament-based movement,2.0
17208,MYH10,GO:0030496,midbody,2.0
17209,MYH10,GO:0031032,actomyosin structure organization,2.0
17211,MYH10,GO:0032154,cleavage furrow,2.0
17212,MYH10,GO:0032982,myosin filament,2.0
17213,MYH10,GO:0035613,RNA stem-loop binding,2.0
17214,MYH10,GO:0042641,actomyosin,2.0
